meta_pmid,study_pmid,title,year,author
29944961,17851092,Individual differences in mathematical competence predict parietal brain activation during mental calculation.,2007,Grabner
29944961,10725932,Brain activation during human navigation: gender-different neural networks as substrate of performance.,2000,Grön
29944961,18642473,"Black '47 and beyond: the great Irish famine in history, economy, and memory.",2001,Gruber
29944961,20483908,Lateral prefrontal cortex subregions make dissociable contributions during fluid reasoning.,2011,Hampshire
29944961,14708624,Abrogation of E-cadherin-mediated adhesion induces tumor cell invasion in human skin-like organotypic culture.,2003,Margulis
29944961,23994216,Enhancing insight in scientific problem solving by highlighting the functional features of prototypes: an fMRI study.,2013,Hao
29944961,18429245,Use of the gateway system for protein expression in multiple hosts.,2003,Hartley
29944961,15098721,Hippocampal activation during transitive inference in humans.,2004,Heckers
29944961,21584904,"The hippocampus is involved in mental navigation for a recently learned, but not a highly familiar environment: a longitudinal fMRI study.",2012,Hirshhorn
29944961,11256661,Heterotaxy: associated conditions and hospital-based prevalence in newborns.,2000,Lin
29944961,14754778,Brain activation measured with fMRI during a mental arithmetic task in schizophrenia and major depression.,2004,Hugdahl
29944961,18279364,Detection of unexpected events during spatial navigation in humans: bottom-up attentional system and neural mechanisms.,2008,Iaria
29944961,13680455,Cortical modulation of whole body movements in brain-damaged patients.,2003,Pizzamiglio
29944961,19027075,Flexible transfer of knowledge in mental arithmetic--an fMRI study.,2009,Ischebeck
29944961,16413795,How specifically do we learn? Imaging the learning of multiplication and subtraction.,2006,Ischebeck
29944961,15094802,Neural activity when people solve verbal problems with insight.,2004,Jung-Beeman
29944961,19003497,The influences of task difficulty and response correctness on neural systems supporting fluid reasoning.,2007,Kalbfleisch
29944961,18969740,Flow-injection simultaneous determination of selenium(IV) and selenium(IV + VI) using photooxidative coupling of p-hydrazinobensenesulfonic acid with N-(1-naphthyl)ethylenediamine.,2004,Nakano
29944961,12803967,"Reasoning, models, and images: behavioral measures and cortical activity.",2003,Knauff
29944961,12061757,Visual imagery can impede reasoning.,2002,Knauff
29944961,15722210,The neural substrate of arithmetic operations and procedure complexity.,2005,Kong
29944961,18760263,Distinct neural substrates for deductive and mathematical processing.,2008,Kroger
29944961,11950765,Recruitment of anterior dorsolateral prefrontal cortex in human reasoning: a parametric study of relational complexity.,2002,Kroger
29944961,18596607,Integral calculus problem solving: an fMRI investigation.,2008,Krueger
29944961,18291350,The capacity constraint in the prefrontal and parietal regions for coordinating dual arithmetic tasks.,2008,Kuo
29944961,12873752,A paced visual serial addition test for fMRI.,2003,Lazeron
29944961,25905211,Social and Environmental Factors Influencing Obesity,2000,Feingold
29944961,22654986,Design of delay-dependent state estimator for discrete-time recurrent neural networks with interval discrete and infinite-distributed time-varying delays.,2011,Liao
29944961,23372641,Neural basis of scientific innovation induced by heuristic prototype.,2013,Luo
29944961,12722972,"Function of hippocampus in ""insight"" of problem solving.",2003,Luo
29944961,17027779,Perceptual contributions to problem solving: Chunk decomposition of Chinese characters.,2006,Luo
29944961,37192019,Low diastolic blood pressure and adverse outcomes in inpatients with acute exacerbation of chronic obstructive pulmonary disease: A multicenter cohort study.,2023,Zhou
29944961,15006652,fMRI evidence of brain reorganization during attention and memory tasks in multiple sclerosis.,2004,Mainero
29944961,20570684,A virtual reality-based FMRI study of reward-based spatial learning.,2010,Marsh
29944961,16952916,Compensatory cortical activation during performance of an attention task by patients with diffuse axonal injury: a functional magnetic resonance imaging study.,2007,Maruishi
29944961,19118960,A pilot study on the changes in immunity after ACTH therapy in patients with West syndrome.,2009,Ohya
29944961,17320049,An fMRI investigation of the role of the basal ganglia in reasoning.,2007,Melrose
29944961,10988030,Dissociating prefrontal and parietal cortex activation during arithmetic processing.,2000,Menon
29944961,14622587,Functional and structural alterations of the intraparietal sulcus in a developmental dyscalculia of genetic origin.,2003,Molko
29944961,17627851,Functional neuroanatomy of deductive inference: a language-independent distributed network.,2007,Monti
29944961,19617569,The boundaries of language and thought in deductive inference.,2009,Monti
29944961,18614038,Differential neural activation for updating rule versus stimulus information in working memory.,2008,Montojo
29944961,21782157,The effect of problem structure on problem-solving: an fMRI study of word versus number problems.,2011,Newman
29944961,15558528,"Pharmacokinetics, pharmacodynamics, and safety of cinacalcet hydrochloride in hemodialysis patients at doses up to 200 mg once daily.",2004,Harris
29944961,9665648,Distinct brain loci in deductive versus probabilistic reasoning.,1998,Osherson
29944961,16010908,The teaching of health care ethics to students of nursing in the UK: a pilot study.,2001,Parsons
29944961,18095280,Differential patterns of cortical activation as a function of fluid reasoning complexity.,2009,Perfetti
29944961,10931772,"Neuroanatomical substrates of arabic number processing, numerical comparison, and simple addition: a PET study.",2000,Pesenti
29944961,17381255,Overcoming perceptual features in logical reasoning: a parametric functional magnetic resonance imaging study.,2007,Prado
29944961,20595084,Detection of (reversible) myocardial ischemic injury by means of electrical bioimpedance.,2011,Mellert
29944961,19656506,"Neural correlates of the ""Aha"" experiences: evidence from an fMRI study of insight problem solving.",2010,Qiu
29944961,18240326,Partially segregated neural networks for spatial and contextual memory in virtual navigation.,2008,Rauchs
29944961,20112243,Conditional and syllogistic deductive tasks dissociate functionally during premise integration.,2010,Reverberi
29944961,17904384,Neural basis of generation of conclusions in elementary deduction.,2007,Reverberi
29944961,18967832,Determination of stability constants for metal-ligand complexes using the voltammetric oxidation wave of the anion/ligand and the DeFord and Hume formalism.,2000,Luther
29944961,12112763,Functional brain activation during arithmetic processing in females with fragile X Syndrome is related to FMR1 protein expression.,2002,Rivera
29944961,18835284,The dynamics of deductive reasoning: an fMRI investigation.,2009,Rodriguez-Moreno
29944961,21616086,Functional dissociations between four basic arithmetic operations in the human posterior parietal cortex: a cytoarchitectonic mapping study.,2011,Rosenberg-Lee
29944961,12753963,Reasoning and working memory: common and distinct neuronal processes.,2003,Ruff
29944961,24305826,Hippocampus and retrosplenial cortex combine path integration signals for successful navigation.,2013,Sherrill
29944961,24179748,Egocentric spatial learning in schizophrenia investigated with functional magnetic resonance imaging.,2012,Siemerkus
29944961,15528119,"Automatized clustering and functional geometry of human parietofrontal networks for language, space, and number.",2004,Simon
29944961,11832233,"Topographical layout of hand, eye, calculation, and language-related areas in the human parietal lobe.",2002,Simon
29944961,11050024,Understanding dissociations in dyscalculia: a brain imaging study of the impact of number size on the cerebral networks for exact and approximate calculation.,2000,Stanescu-Cosson
29944961,20837067,Neural correlates of mental preparation for successful insight problem solving.,2011,Tian
29944961,15627602,The influence of sex differences and individual task performance on brain activation during planning.,2005,Unterrainer
29944961,15753243,Frontal-striatal dysfunction during planning in obsessive-compulsive disorder.,2005,van den Heuvel
29944961,9630492,Changing patterns of brain activation during maze learning.,1998,Van Horn
29944961,16417683,Effect of language switching on arithmetic: a bilingual FMRI study.,2006,Venkatraman
29944961,18428249,Preparation of adenovirus-polylysine-DNA complexes.,2001,Cotten
29944961,16806311,The special involvement of the rostrolateral prefrontal cortex in planning abilities: an event-related fMRI study with the Tower of London paradigm.,2006,Wagner
29944961,21982934,A bilateral frontoparietal network underlies visuospatial analogical reasoning.,2012,Watson
29944961,19320546,Transitive inference: distinct contributions of rostrolateral prefrontal cortex and the hippocampus.,2010,Wendelken
29944961,18052787,"""Brain is to thought as stomach is to ??"": investigating the role of rostrolateral prefrontal cortex in relational reasoning.",2008,Wendelken
29944961,23522878,Egocentric virtual maze learning in adult survivors of childhood abuse with dissociative disorders: evidence from functional magnetic resonance imaging.,2013,Weniger
29944961,19683063,The human parahippocampal cortex subserves egocentric spatial learning during navigation in a virtual maze.,2010,Weniger
29944961,10790322,Toward neuroanatomical models of analogy: a positron emission tomography study of analogical mapping.,2000,Wharton
29944961,18022606,All for one but not one for all: how multiple number representations are recruited in one numerical task.,2008,Wood
29944961,22328466,The role of chunk tightness and chunk familiarity in problem solving: evidence from ERPs and fMRI.,2013,Wu
29944961,19406903,Functional heterogeneity of inferior parietal cortex during mathematical cognition assessed with cytoarchitectonic probability maps.,2009,Wu
29944961,20677377,Persistent posterior and transient anterior medial temporal lobe activity during navigation.,2010,Xu
29944961,16731515,Resolution of uncertainty in prefrontal cortex.,2006,Yoshida
29944961,11162272,Neural correlates of simple and complex mental calculation.,2001,Zago
29944961,18406434,How verbal and spatial manipulation networks contribute to calculation: an fMRI study.,2008,Zago
29944961,23883107,Individual differences in solving arithmetic word problems.,2013,Zarnhofer
29944961,23555020,Dynamic neural network of insight: a functional magnetic resonance imaging study on solving Chinese 'chengyu' riddles.,2013,Zhao
29944961,24161281,Neural pathway in the right hemisphere underlies verbal insight problem solving.,2014,Zhao
29944961,17292628,Dissociated brain organization for single-digit addition and multiplication.,2007,Zhou
